#{"t_start": 1589749273.234755, "env_id": "ct_rk_cartpole_swingupsafe_dm-v1"}
r,l,t
619.766157,2001,2680.609764
942.094353,2001,2684.700322
714.692685,2001,2687.01459
553.141949,2001,2689.06344
773.627652,2001,2691.079285
770.981987,2001,2693.490566
715.704369,2001,2697.593376
940.342005,2001,2699.643873
822.713716,2001,2701.647097
975.744836,2001,2704.061245
949.823215,2001,2706.143219
525.911431,2001,2710.277307
967.400441,2001,2712.33285
870.742486,2001,2714.775977
778.705277,2001,2717.00435
788.619904,2001,2719.127322
849.943341,2001,2723.228506
1078.02221,2001,2725.664959
1054.121033,2001,2727.709673
1015.921454,2001,2729.789555
778.534386,2001,2731.847985
1075.279863,2001,2736.693617
989.128406,2001,2739.432921
845.291524,2001,2741.843772
1037.174401,2001,2743.888419
757.014718,2001,2746.429017
1095.048842,2001,2750.757175
999.604863,2001,2752.765078
992.491137,2001,2754.776017
595.692446,2001,2757.221936
1039.527491,2001,2759.239558
989.095484,2001,2763.355154
1044.619443,2001,2765.387444
852.766969,2001,2767.82554
857.035062,2001,2769.840535
1049.410671,2001,2771.865647
942.59912,2001,2775.935633
1087.620005,2001,2778.672385
892.326003,2001,2780.708351
949.557802,2001,2782.741696
901.390884,2001,2784.750615
656.666407,2001,2789.259905
964.51586,2001,2791.274234
875.122254,2001,2793.312089
1085.012844,2001,2795.35252
878.237272,2001,2797.871706
1051.438563,2001,2801.978915
1049.316554,2001,2803.981061
994.828938,2001,2805.987551
890.082126,2001,2808.040825
1263.491751,2001,2810.792622
1001.18726,2001,2814.947269
675.765098,2001,2817.000733
673.445519,2001,2819.051881
1066.21373,2001,2821.491859
1395.389644,2001,2823.531292
1158.237715,2001,2827.656812
1370.537832,2001,2829.682669
1004.404254,2001,2832.173708
866.298805,2001,2834.262745
1078.085585,2001,2836.302552
1074.084156,2001,2840.709467
1030.262427,2001,2843.158964
1244.806052,2001,2845.172392
972.198381,2001,2847.22093
1229.993113,2001,2849.287817
700.646358,2001,2853.940573
901.957931,2001,2855.980964
1008.375887,2001,2858.020432
761.021569,2001,2860.058728
916.281824,2001,2862.477815
410.050949,2001,2866.574256
724.293962,2001,2868.621203
669.958616,2001,2870.925561
934.634988,2001,2873.336496
1050.958715,2001,2875.376246
1008.213406,2001,2879.570953
878.747056,2001,2881.586868
851.429291,2001,2884.042859
930.83012,2001,2886.07732
981.953479,2001,2888.107455
1002.352086,2001,2892.213801
873.16389,2001,2894.693637
685.800724,2001,2896.711779
1030.414243,2001,2898.73333
835.451695,2001,2901.017437
954.479543,2001,2905.585462
994.008278,2001,2907.612074
1026.412718,2001,2909.668431
1133.213671,2001,2911.693011
952.191967,2001,2914.108117
1070.915461,2001,2918.255436
1095.918398,2001,2920.296124
1015.8912,2001,2922.313874
856.794365,2001,2924.329519
940.510678,2001,2926.77512
1058.820538,2001,2931.167178
1072.617908,2001,2933.208462
1072.792991,2001,2935.225584
976.170139,2001,2937.683668
1010.277266,2001,2939.733241
954.355913,2001,2943.961367
1123.355137,2001,2945.982497
1070.206617,2001,2948.436398
966.380593,2001,2950.458675
643.114126,2001,2952.497174
996.782095,2001,2956.565078
1015.43765,2001,2959.030267
1004.349844,2001,2961.465507
860.275004,2001,2963.576892
636.625549,2001,2965.719696
1022.051769,2001,2970.235924
1061.298633,2001,2972.277856
903.8818,2001,2974.302709
1042.410622,2001,2976.332551
887.866003,2001,2978.793022
1014.023517,2001,2982.89816
955.85769,2001,2984.915929
853.311461,2001,2986.925731
1064.029491,2001,2989.383567
1092.32958,2001,2991.695232
937.758652,2001,2995.790167
1145.903858,2001,2997.838224
1202.569615,2001,3000.315212
1002.836767,2001,3002.345646
1031.832961,2001,3004.394499
1004.21147,2001,3008.533242
985.066131,2001,3010.961494
642.414199,2001,3012.977343
761.597266,2001,3015.038781
820.280193,2001,3017.064127
816.290963,2001,3021.711493
833.025547,2001,3023.912513
890.623268,2001,3025.924945
765.213788,2001,3027.973384
995.087795,2001,3030.026086
985.004774,2001,3034.577979
937.845887,2001,3036.594314
894.068775,2001,3038.625632
909.135484,2001,3040.666986
979.616095,2001,3043.098154
894.876904,2001,3047.214697
910.077373,2001,3049.256557
871.731842,2001,3051.268158
795.653111,2001,3053.970684
672.009738,2001,3056.018597
881.793528,2001,3060.129767
937.718228,2001,3062.147672
704.92875,2001,3064.657445
863.121938,2001,3066.670259
959.285661,2001,3068.751541
809.089464,2001,3072.868396
1018.397365,2001,3075.322113
817.343087,2001,3077.334317
894.606561,2001,3079.358102
915.181192,2001,3081.412002
1014.949067,2001,3086.191468
1014.437769,2001,3088.207002
885.325403,2001,3090.244011
954.577804,2001,3092.273103
985.430783,2001,3094.853225
1030.462751,2001,3098.978115
1065.417547,2001,3101.0144
868.861764,2001,3103.025283
1070.197826,2001,3105.44998
1028.514561,2001,3107.496069
1026.111225,2001,3111.596834
939.850112,2001,3113.659036
1028.422271,2001,3116.504639
439.453686,2001,3118.528655
1009.310029,2001,3120.54081
1074.188904,2001,3124.647131
1120.573544,2001,3127.103952
1161.708072,2001,3129.115996
1136.415657,2001,3131.131107
1015.319752,2001,3133.179764
1029.185049,2001,3137.665656
830.874445,2001,3139.680116
1049.26242,2001,3141.724516
869.685147,2001,3143.749513
963.299413,2001,3146.031837
1227.955564,2001,3150.604307
1253.460698,2001,3152.642988
1075.646633,2001,3154.68218
1138.751534,2001,3156.699655
1146.437596,2001,3159.146131
1137.74113,2001,3163.241232
1069.235782,2001,3165.257949
1216.613647,2001,3167.308466
1303.737046,2001,3169.722315
1306.378812,2001,3171.741422
1292.280262,2001,3175.883364
1376.67297,2001,3178.251534
1355.621504,2001,3180.67526
1314.313617,2001,3182.706658
1210.903572,2001,3184.739217
890.087929,2001,3188.831105
1092.212817,2001,3191.248665
1037.880501,2001,3193.294927
1116.966269,2001,3195.308832
798.518311,2001,3197.32837
1073.413335,2001,3201.850894
1092.525511,2001,3203.90328
979.526227,2001,3205.923949
809.881109,2001,3208.325509
587.048983,2001,3210.75538
1110.713328,2001,3214.882797
1077.781445,2001,3216.894796
985.592341,2001,3218.92697
1069.27116,2001,3221.350038
1061.956777,2001,3223.362501
1149.354713,2001,3227.477401
1159.413542,2001,3229.514048
1197.582885,2001,3231.934274
1326.463279,2001,3233.956565
1222.613567,2001,3235.983851
1344.856332,2001,3240.336875
1196.473303,2001,3242.744479
1194.390366,2001,3244.808986
1211.141942,2001,3246.811158
1282.147235,2001,3248.827007
1227.827978,2001,3253.315461
1001.646464,2001,3255.35131
1183.141593,2001,3257.365337
1208.933485,2001,3259.384791
897.839735,2001,3261.484223
1249.483173,2001,3266.001166
1203.811997,2001,3268.048271
1216.962935,2001,3270.368588
871.077227,2001,3272.384649
1117.346462,2001,3274.829422
1178.949326,2001,3278.925251
1255.160346,2001,3280.953847
1247.473898,2001,3282.966241
892.51016,2001,3285.407561
1066.195084,2001,3287.423865
1100.450761,2001,3291.554709
1092.267539,2001,3293.569577
1112.36127,2001,3296.007644
1127.147324,2001,3298.030286
1106.451653,2001,3300.272651
1108.139607,2001,3304.363396
1142.609661,2001,3306.827519
1100.768808,2001,3308.839605
1048.711659,2001,3310.845805
1089.160653,2001,3312.895406
1178.811069,2001,3317.386069
1048.26474,2001,3319.402371
1091.392402,2001,3321.458853
1035.216145,2001,3323.47493
940.895823,2001,3325.887677
1113.116125,2001,3330.341566
1112.923835,2001,3332.388363
1129.2954,2001,3334.444177
1052.090244,2001,3336.890067
1079.378258,2001,3338.913407
1040.171869,2001,3343.010076
1100.266271,2001,3345.011304
1092.535091,2001,3347.464727
1011.337432,2001,3349.491255
1147.000189,2001,3351.524064
1064.628949,2001,3355.633006
1009.603435,2001,3358.072665
910.719218,2001,3360.186708
959.218081,2001,3362.501418
1008.516519,2001,3364.503776
1060.726139,2001,3368.60944
972.201986,2001,3371.126693
1052.259045,2001,3373.209209
1011.651709,2001,3375.22584
759.633585,2001,3377.233819
983.315898,2001,3381.778746
988.242132,2001,3383.815714
998.040624,2001,3385.830207
1037.253296,2001,3387.85093
879.778718,2001,3390.413243
972.141842,2001,3394.7708
887.552183,2001,3396.778845
886.384639,2001,3398.803243
933.157027,2001,3401.205177
996.588433,2001,3403.218926
933.273785,2001,3407.312511
937.26988,2001,3409.343151
914.322339,2001,3411.772778
842.295564,2001,3413.864708
856.390293,2001,3415.876707
800.723081,2001,3419.996204
1005.944218,2001,3422.714211
849.160672,2001,3424.779501
917.898613,2001,3426.796679
819.213665,2001,3428.807847
958.137288,2001,3433.298735
916.27294,2001,3435.377476
819.110138,2001,3437.469056
877.743944,2001,3439.542097
906.837607,2001,3441.990785
939.290105,2001,3446.069954
827.967458,2001,3448.088268
935.398352,2001,3450.155626
978.315891,2001,3452.89858
858.887738,2001,3454.986408
964.601581,2001,3459.058964
938.748501,2001,3461.104903
988.246877,2001,3463.501508
891.804282,2001,3465.543628
748.477326,2001,3467.561424
1038.455391,2001,3471.652246
779.241077,2001,3474.076235
1019.766188,2001,3476.101553
1089.427294,2001,3478.207405
1044.69928,2001,3480.222814
934.259196,2001,3484.554707
953.836662,2001,3487.024067
1008.083944,2001,3489.03693
1034.54635,2001,3491.071012
1077.851158,2001,3493.08069
1007.967583,2001,3497.582242
890.315031,2001,3499.596012
1077.392334,2001,3501.644079
448.497018,2001,3503.665053
813.720162,2001,3506.112306
691.658472,2001,3510.208607
930.191982,2001,3512.330229
719.888496,2001,3514.534372
969.751676,2001,3516.995137
860.761669,2001,3519.008105
996.574074,2001,3523.103228
1042.608513,2001,3525.127026
1088.737425,2001,3527.590367
1003.114617,2001,3529.610232
1057.048796,2001,3531.619302
873.575294,2001,3535.708592
965.063258,2001,3538.160865
778.202966,2001,3540.170791
913.596675,2001,3542.213421
1062.423891,2001,3544.504186
948.832102,2001,3549.023468
907.491963,2001,3551.035625
969.447669,2001,3553.070625
1089.023836,2001,3555.0905
1042.749037,2001,3557.533072
1007.229481,2001,3561.671719
945.50725,2001,3563.7108
1066.63422,2001,3565.71178
1039.592099,2001,3568.206132
1110.538002,2001,3570.259378
1015.77599,2001,3574.654798
1011.724396,2001,3576.671288
905.477916,2001,3579.113706
1114.443231,2001,3581.119628
782.471926,2001,3583.169564
1164.918733,2001,3587.244507
1047.439724,2001,3589.309567
1185.476112,2001,3591.754506
1101.1744,2001,3593.81481
1055.192438,2001,3595.830566
1159.59108,2001,3599.951234
1269.66328,2001,3602.374863
1103.143765,2001,3604.790992
1255.455063,2001,3606.813636
1280.123484,2001,3608.822033
964.312216,2001,3613.359199
1060.827197,2001,3615.395082
1054.655533,2001,3617.415661
830.144599,2001,3619.423444
916.395805,2001,3621.884615
913.985336,2001,3625.972591
923.060132,2001,3627.986681
878.249145,2001,3630.018167
930.504007,2001,3632.44924
1010.010298,2001,3634.828968
939.362275,2001,3638.9692
990.132336,2001,3641.021163
1096.278045,2001,3643.440452
1050.604482,2001,3645.476625
1048.076503,2001,3647.495063
1048.904601,2001,3651.594145
988.807947,2001,3654.013368
1032.921411,2001,3656.047181
1011.802744,2001,3658.064293
1116.330199,2001,3660.209188
933.476414,2001,3664.950068
1214.615533,2001,3667.118306
1120.351985,2001,3669.17219
1139.264031,2001,3671.215655
1047.50617,2001,3673.630929
1081.004285,2001,3677.704577
1078.438159,2001,3679.715706
951.977081,2001,3681.760822
948.120891,2001,3684.168715
1077.39122,2001,3686.178014
1131.813714,2001,3690.268415
1089.364999,2001,3692.309162
1198.167127,2001,3694.755803
1092.998101,2001,3697.084673
1059.853583,2001,3699.102608
885.863611,2001,3703.198903
1200.729542,2001,3705.204642
971.166753,2001,3707.659921
925.505518,2001,3709.670843
1073.056372,2001,3711.736233
933.587215,2001,3715.831291
824.117184,2001,3718.284023
1094.245653,2001,3720.300363
942.317287,2001,3722.307988
1067.998807,2001,3724.354899
1094.212608,2001,3729.18157
1295.894228,2001,3731.194618
1241.088461,2001,3733.228312
1120.93303,2001,3735.24195
1156.639217,2001,3737.662745
1220.189838,2001,3741.841861
1365.135588,2001,3743.882249
1268.7685,2001,3745.893324
1031.310202,2001,3748.356174
1374.499976,2001,3750.376977
1312.640607,2001,3754.516421
1294.603219,2001,3756.819903
1125.457893,2001,3759.291555
1117.490628,2001,3761.296211
1214.87539,2001,3763.306285
1056.353202,2001,3767.424832
1154.980037,2001,3769.866754
1148.102308,2001,3771.873587
1126.273022,2001,3773.961032
1332.120646,2001,3775.992723
1310.699995,2001,3780.580775
1435.138754,2001,3782.58824
1320.181552,2001,3784.637569
1371.356338,2001,3786.806933
1418.955667,2001,3789.408686
1503.586126,2001,3793.488928
1427.562451,2001,3795.531967
1383.190444,2001,3797.539892
1323.040396,2001,3799.987825
1468.160661,2001,3802.013618
1399.405428,2001,3806.119281
1401.269957,2001,3808.140756
1587.925231,2001,3810.579952
1491.845987,2001,3812.584438
1438.892578,2001,3814.634487
1534.626609,2001,3819.085293
1415.921368,2001,3821.147109
1417.988599,2001,3823.555424
1526.786731,2001,3825.589827
1490.658071,2001,3827.603185
1481.088023,2001,3831.694618
1566.54949,2001,3834.125906
1369.013269,2001,3836.157781
1551.420626,2001,3838.169764
1406.086412,2001,3840.173604
1511.047115,2001,3844.683052
1451.755847,2001,3846.722359
1340.488076,2001,3849.018662
1276.38139,2001,3851.060406
1227.993576,2001,3853.468442
1392.755833,2001,3857.614005
1350.29359,2001,3859.623036
1462.677187,2001,3861.669297
1378.392821,2001,3864.089733
1508.896979,2001,3866.140649
1433.349713,2001,3870.204644
1463.410642,2001,3872.244197
1456.684059,2001,3874.674104
1544.965509,2001,3876.716569
1423.244043,2001,3878.931735
1541.594142,2001,3883.104132
1446.053045,2001,3885.579644
1556.249406,2001,3887.627631
1531.085685,2001,3889.634049
1516.293151,2001,3891.644857
1537.400446,2001,3896.134666
1584.441446,2001,3898.17521
1506.615104,2001,3900.198431
1521.464997,2001,3902.242216
1585.544873,2001,3904.667565
1581.949088,2001,3908.781844
1358.192179,2001,3911.090617
1583.900417,2001,3913.121608
1556.082527,2001,3915.544033
1479.723975,2001,3917.58626
1473.802382,2001,3921.680682
1492.774337,2001,3923.807631
1578.829196,2001,3925.82026
1429.855595,2001,3928.326873
1579.879202,2001,3930.352929
1500.865425,2001,3934.480424
1537.573849,2001,3936.51249
1606.12033,2001,3938.980557
1591.099806,2001,3941.277318
1495.820447,2001,3943.338427
1598.13318,2001,3947.415424
1415.168494,2001,3949.912491
1594.35236,2001,3951.992258
1544.985734,2001,3954.036504
1393.391383,2001,3956.040398
1628.65391,2001,3960.57004
1629.635607,2001,3962.580414
1629.260592,2001,3964.632658
1629.656566,2001,3966.657732
1626.948937,2001,3969.114284
1647.20703,2001,3973.420408
1620.553674,2001,3975.456905
1591.57991,2001,3977.454508
1639.472385,2001,3979.892575
1625.985964,2001,3981.925343
1661.167265,2001,3986.036978
1624.05808,2001,3988.062559
1491.18798,2001,3990.518931
1581.764531,2001,3992.528427
1615.186556,2001,3994.583291
1622.490338,2001,3998.712243
1612.719354,2001,4001.191969
1593.666485,2001,4003.436333
1610.018316,2001,4005.471761
1622.690525,2001,4007.492993
1393.582721,2001,4011.983662
1609.588189,2001,4013.996514
1574.459145,2001,4016.044379
1461.418431,2001,4018.058595
1621.509992,2001,4020.522213
1625.495296,2001,4024.600485
1602.523079,2001,4026.66663
1612.766545,2001,4028.696287
1591.123195,2001,4031.201147
1597.780508,2001,4033.666609
1265.594588,2001,4037.751345
1459.463155,2001,4039.755121
1399.518553,2001,4041.885488
1631.544179,2001,4044.345862
1614.242608,2001,4046.383195
1605.839107,2001,4050.450442
1592.045815,2001,4052.502266
1478.810326,2001,4054.952596
1409.714074,2001,4056.991503
1564.820802,2001,4058.999216
1468.576874,2001,4063.380631
1221.919279,2001,4065.799269
1444.184891,2001,4067.859543
1602.049473,2001,4069.869691
1623.694249,2001,4071.882989
1532.333369,2001,4076.384221
1607.354329,2001,4078.517372
1580.372136,2001,4080.525068
1604.688043,2001,4082.538723
1563.048615,2001,4085.006531
1480.505627,2001,4089.114629
1535.495821,2001,4091.135811
1521.352676,2001,4093.46025
1293.646436,2001,4095.912801
1445.660544,2001,4097.924009
1518.97356,2001,4102.047097
1551.786007,2001,4104.084585
1469.22735,2001,4106.509252
1590.395751,2001,4108.555879
1443.08093,2001,4110.614244
1510.58701,2001,4114.784536
1531.441063,2001,4117.199567
1606.100151,2001,4119.240618
1617.285699,2001,4121.255897
1641.076322,2001,4123.351351
1464.080535,2001,4128.083137
1637.930105,2001,4130.127679
1606.576576,2001,4132.132598
1655.168962,2001,4134.142446
1639.039789,2001,4136.57062
1354.290245,2001,4140.667484
1487.625799,2001,4142.722955
1649.441353,2001,4144.788252
1469.642779,2001,4147.214887
1423.397518,2001,4149.237583
1520.025955,2001,4153.400713
1658.453428,2001,4155.638856
1533.135963,2001,4157.63994
1448.373904,2001,4160.06356
1633.882642,2001,4162.132718
1450.18249,2001,4166.296183
1563.326228,2001,4168.311411
1402.673734,2001,4170.755455
1634.829374,2001,4172.76032
1486.107592,2001,4174.805772
1652.959629,2001,4178.943931
1612.426928,2001,4181.391118
1583.63642,2001,4183.401867
1626.521527,2001,4185.710243
1638.244841,2001,4187.74386
1562.285325,2001,4192.241893
1566.246751,2001,4194.247755
1649.511789,2001,4196.285869
1607.272092,2001,4198.301513
1583.559518,2001,4200.727449
1630.186216,2001,4204.840872
1614.277009,2001,4206.867687
1539.080213,2001,4208.882052
1627.000143,2001,4211.303552
1598.231855,2001,4213.340914
1661.659578,2001,4217.69606
1603.490842,2001,4219.711725
1576.331984,2001,4222.187734
1520.387736,2001,4224.199448
1525.393414,2001,4226.212001
1659.206081,2001,4230.31549
1553.753622,2001,4232.783953
1665.181352,2001,4234.820602
1570.579306,2001,4236.839757
1489.454257,2001,4238.87828
1606.244835,2001,4243.377788
1641.061585,2001,4245.475691
1594.77459,2001,4247.733423
1661.029635,2001,4249.758186
1644.807774,2001,4252.195444
1603.606714,2001,4256.296287
1601.717438,2001,4258.334046
1609.187315,2001,4260.35868
1592.252961,2001,4262.364487
1570.460284,2001,4264.8425
1591.295978,2001,4269.038048
1659.907837,2001,4271.083935
1660.023181,2001,4273.100906
1461.368182,2001,4275.534699
1608.285782,2001,4277.860329
1684.860323,2001,4282.037445
1475.112192,2001,4284.072273
1645.474368,2001,4286.486825
1690.822559,2001,4288.520979
1667.639261,2001,4290.53193
1401.942039,2001,4294.67301
1445.032081,2001,4297.111025
1668.013109,2001,4299.161209
1569.069289,2001,4301.174761
1682.347831,2001,4303.18703
1643.205541,2001,4307.906341
1637.086505,2001,4310.054426
1622.405104,2001,4312.065942
1665.256687,2001,4314.076452
1554.720932,2001,4316.51456
1561.732979,2001,4320.62794
1585.49858,2001,4322.642082
1592.682647,2001,4324.679846
1432.039092,2001,4327.104892
1594.606987,2001,4329.126684
1483.224145,2001,4333.208821
1639.146353,2001,4335.24003
1645.771169,2001,4337.941403
1614.814127,2001,4340.357809
1611.766321,2001,4342.698913
1629.263728,2001,4347.23996
1412.071938,2001,4349.719113
1641.569287,2001,4351.770725
1660.538612,2001,4353.78592
1618.857374,2001,4355.847375
1506.200097,2001,4360.367183
1581.167201,2001,4362.382205
1580.191192,2001,4364.39138
1650.372706,2001,4366.422734
1573.130594,2001,4369.00413
1599.037177,2001,4373.23494
1592.049218,2001,4375.282415
1575.983028,2001,4377.329567
1373.700362,2001,4379.417435
1565.366149,2001,4381.882846
1628.825513,2001,4385.965227
1597.759465,2001,4388.005194
1547.873441,2001,4390.025862
1575.699712,2001,4392.475231
1635.696859,2001,4394.484297
1632.414927,2001,4398.578014
1608.513527,2001,4400.831777
1636.750333,2001,4403.277137
738.905777,2001,4405.304235
1616.598413,2001,4407.338282
1604.737642,2001,4411.432314
1631.842451,2001,4413.883718
1490.978027,2001,4415.913221
1594.78253,2001,4417.953924
1629.238197,2001,4419.973831
1615.337683,2001,4424.466146
1618.012046,2001,4426.466853
1602.407129,2001,4428.527528
1484.360455,2001,4430.909703
1628.542433,2001,4433.417516
1594.647427,2001,4437.500585
1644.614959,2001,4439.519827
1619.954852,2001,4441.531142
1600.591194,2001,4443.98144
1689.523738,2001,4446.019077
1582.280185,2001,4450.11485
1561.835371,2001,4452.12982
1614.898674,2001,4454.58649
1540.128006,2001,4456.589254
1478.543584,2001,4458.647669
1612.360234,2001,4463.067109
1598.837911,2001,4465.537687
1631.312111,2001,4467.550575
1627.147513,2001,4469.61784
1547.652697,2001,4471.705056
1591.448756,2001,4476.280486
1620.554737,2001,4478.284826
1617.410635,2001,4480.328473
1639.109792,2001,4482.338127
1658.841889,2001,4484.774963
1678.480691,2001,4488.87239
1659.464037,2001,4491.097606
1599.280174,2001,4493.185061
1662.782587,2001,4495.230809
1681.012193,2001,4497.662329
1634.282815,2001,4501.757524
1594.886391,2001,4503.777563
1606.900918,2001,4505.885712
1588.990205,2001,4508.326113
1585.506434,2001,4510.372872
1692.239912,2001,4514.452428
1672.790716,2001,4516.452153
1648.854629,2001,4518.871
1589.044804,2001,4521.150814
1690.531981,2001,4523.222553
1719.786198,2001,4527.308783
1727.676104,2001,4529.73223
1668.371447,2001,4531.745932
1683.801347,2001,4533.761562
1715.123821,2001,4535.831789
1726.741681,2001,4540.337207
1720.434087,2001,4542.344439
1732.141586,2001,4544.351378
1656.313579,2001,4546.377149
1583.099643,2001,4548.800312
1694.563332,2001,4553.21235
1741.54354,2001,4555.217491
1643.928638,2001,4557.247327
1706.242321,2001,4559.676556
1640.54775,2001,4561.728007
1628.129693,2001,4565.82759
1532.328589,2001,4567.836166
1557.265858,2001,4570.265786
1722.944827,2001,4572.304002
1738.623302,2001,4574.326092
1688.761028,2001,4578.445658
1525.39839,2001,4580.881734
1651.456244,2001,4583.310996
1506.577699,2001,4585.314621
1512.988821,2001,4587.320566
1646.019373,2001,4591.824675
1707.074168,2001,4593.870449
1544.172461,2001,4595.901395
1628.368079,2001,4597.933272
1594.095521,2001,4599.943154
1568.009165,2001,4604.448586
1637.258743,2001,4606.457523
1655.900631,2001,4608.558206
1624.468489,2001,4610.567031
1640.880739,2001,4613.281993
1701.502671,2001,4617.436912
1635.519805,2001,4619.47169
1705.197598,2001,4621.478248
1713.10052,2001,4623.934088
1674.929989,2001,4625.951425
1689.970161,2001,4630.042765
1647.819267,2001,4632.049518
1569.060391,2001,4634.49841
1616.817802,2001,4636.510851
1686.343366,2001,4638.548285
1663.261479,2001,4642.692126
1662.192453,2001,4645.747847
1587.907929,2001,4647.780884
1670.739518,2001,4649.864282
1667.527607,2001,4651.877336
1644.815159,2001,4656.468602
1401.82388,2001,4658.475304
1641.040793,2001,4660.516508
1661.777385,2001,4662.529547
1609.975388,2001,4664.956971
1621.836093,2001,4669.071581
1697.043862,2001,4671.098855
1637.433204,2001,4673.110475
1680.038481,2001,4675.911348
1739.497161,2001,4678.013958
1614.420873,2001,4682.104564
1673.973909,2001,4684.116641
1575.938829,2001,4686.557551
1697.164473,2001,4688.571493
1637.17998,2001,4690.574122
1711.31363,2001,4694.671461
1681.53361,2001,4697.122467
1651.769884,2001,4699.132597
1702.131923,2001,4701.175086
1702.83615,2001,4703.186893
1625.706391,2001,4707.923341
1729.605672,2001,4709.941039
1637.016271,2001,4712.000015
815.492648,2001,4714.009055
1742.744938,2001,4716.048402
1661.595487,2001,4720.599547
1722.456767,2001,4722.683082
1277.211913,2001,4724.702286
783.706068,2001,4726.738988
1514.657562,2001,4729.179155
1693.226895,2001,4733.274182
1698.21265,2001,4735.382871
1520.946466,2001,4737.818836
1699.527223,2001,4741.612939
1658.89852,2001,4743.948377
1549.00187,2001,4748.06487
1539.889818,2001,4750.07326
1660.734799,2001,4752.515584
1684.854531,2001,4754.578011
1442.561347,2001,4756.594006
1650.429845,2001,4760.710597
1646.773878,2001,4763.174354
1559.68855,2001,4765.220254
1650.380856,2001,4767.474283
1708.948963,2001,4769.524819
1644.571398,2001,4774.053303
1708.534663,2001,4776.086405
1474.794039,2001,4778.141106
1613.841737,2001,4780.157227
850.754262,2001,4782.576641
1484.691529,2001,4786.664463
1535.955435,2001,4788.722532
1471.896378,2001,4790.730992
1709.58887,2001,4793.159905
1540.046977,2001,4795.234352
1460.570676,2001,4799.552114
1206.944465,2001,4801.568581
1719.311402,2001,4804.046563
1738.104461,2001,4806.072067
1710.080095,2001,4808.089878
1761.215205,2001,4812.183852
1730.623319,2001,4814.628098
1733.258966,2001,4816.643257
1733.485664,2001,4818.663381
1770.056888,2001,4820.718387
1784.479011,2001,4825.241039
1735.211392,2001,4827.55215
1766.183018,2001,4829.60619
1757.530033,2001,4831.621202
1783.848814,2001,4833.651053
1692.794238,2001,4838.214554
1740.470152,2001,4840.26099
1721.437909,2001,4842.267522
1730.112135,2001,4844.290056
1746.72684,2001,4846.727639
1583.795408,2001,4850.857077
1695.284853,2001,4852.858734
1742.081028,2001,4854.871595
1524.668055,2001,4857.601982
1775.183829,2001,4859.618996
1752.575876,2001,4863.71367
1764.128167,2001,4865.767995
1722.694564,2001,4868.248533
1766.447566,2001,4870.290481
1744.594182,2001,4872.314781
1717.511916,2001,4876.406906
1695.396452,2001,4878.835779
1757.151769,2001,4880.885932
1706.515991,2001,4882.900795
1773.098009,2001,4884.913551
1766.729897,2001,4889.664019
1728.775339,2001,4891.694229
1749.172169,2001,4893.70384
1502.255355,2001,4895.732922
1279.658426,2001,4898.183113
1745.848626,2001,4902.29933
1704.851764,2001,4904.340784
1710.97517,2001,4906.385441
1676.330307,2001,4908.826654
1749.190296,2001,4910.841027
1723.668271,2001,4914.936001
1756.549918,2001,4916.959771
1682.359901,2001,4919.701391
1713.906818,2001,4921.741367
1745.17367,2001,4923.753637
1749.250762,2001,4927.892824
1711.365755,2001,4930.407531
1712.453619,2001,4932.438635
1722.754054,2001,4934.451234
1751.869433,2001,4936.461202
1740.148501,2001,4940.558947
1726.95333,2001,4943.014583
1738.122986,2001,4945.019162
1709.307836,2001,4947.030908
1733.952541,2001,4949.356589
1747.499787,2001,4953.877059
1742.32177,2001,4955.912821
1661.280564,2001,4957.942126
1654.908361,2001,4959.955642
1377.738462,2001,4962.368671
1638.974563,2001,4966.447309
1728.906498,2001,4968.489028
1679.589409,2001,4970.511352
1722.864862,2001,4972.951027
1765.794904,2001,4975.012878
1776.630688,2001,4979.548015
1344.406867,2001,4981.554311
1714.699376,2001,4983.972717
1777.925605,2001,4986.03176
1683.723765,2001,4988.033132
1705.581038,2001,4992.145069
1723.000361,2001,4994.576583
1761.628908,2001,4996.603796
1762.787728,2001,4998.633691
1733.286308,2001,5000.688928
1692.303591,2001,5005.202407
1754.19868,2001,5007.212967
1563.441649,2001,5009.261128
1429.043203,2001,5011.605138
1731.892936,2001,5014.035491
1639.86222,2001,5018.231484
1750.654951,2001,5020.240443
1622.944557,2001,5022.279584
1790.746856,2001,5024.709108
1435.508724,2001,5026.75119
1763.802385,2001,5030.844484
1764.653447,2001,5032.870714
1613.016205,2001,5035.292007
1771.388833,2001,5037.326564
1788.908673,2001,5039.376252
1760.583406,2001,5043.663314
1762.823425,2001,5046.159017
1785.563859,2001,5048.198938
1677.407773,2001,5050.215901
1767.305435,2001,5052.243954
1747.503522,2001,5056.299285
1754.085797,2001,5058.733288
1752.875451,2001,5060.756094
1761.783864,2001,5062.797893
1785.44169,2001,5064.807676
1632.874484,2001,5069.311321
1766.206941,2001,5071.622874
1753.599192,2001,5073.689082
1775.943111,2001,5075.722424
1768.40325,2001,5078.185179
1802.866322,2001,5082.406824
1720.64123,2001,5084.42699
1781.862983,2001,5086.42477
1774.254466,2001,5088.906717
1782.360917,2001,5090.914656
1787.599359,2001,5095.019025
1770.060509,2001,5097.034605
1794.111376,2001,5099.474605
1778.747036,2001,5101.783759
1770.977521,2001,5103.831184
1790.923013,2001,5107.917624
1740.346189,2001,5110.354612
